vel_tan,time_1,time_2,time_3,time_4,time_5
-6961.625411842375,3887.230000038429,7774.460000123278,11661.680000208127,15548.910000292977,19436.139999822644
-6863.57434970375,3783.6300000361675,7567.250000118755,11350.870000201343,15134.500000283932,18918.119999905564
-6765.523287565125,3685.9200000340347,7371.84000011449,11057.750000194945,14743.6700002754,18429.589999983764
-6667.4722254265,3593.670000032021,7187.330000110463,10780.990000188904,14374.650000267346,17968.3100000576
-6569.421163287875,3506.4600000301175,7012.920000106656,10519.380000183193,14025.830000259732,17532.290000127396
-6471.37010114925,3423.9500000283165,6847.890000103053,10271.83000017779,13695.770000252527,17119.710000193438
-6373.319039010625,3345.78000002661,6691.560000099641,10037.340000172671,13383.120000245703,16728.900000255995
-6275.267976872001,3271.6800000249928,6543.360000096406,9815.030000167819,13086.710000239233,16358.380000310646
-6177.216914733375,3201.360000023458,6402.710000093336,9604.070000163214,12805.420000233093,16006.770000302971
-6079.16585259475,3134.570000022,6269.1400000904205,9403.70000015884,12538.270000227261,15672.830000295682
-5981.114790456126,3071.0900000206143,6142.170000087649,9213.250000154683,12284.330000221718,15355.420000288754
-5883.0637283175,3010.700000019296,6021.390000085013,9032.090000150729,12042.780000216446,15053.480000282163
-5785.012666178875,2953.2200000180414,5906.430000082503,8859.640000146965,11812.850000211427,14766.06000027589
-5686.961604040251,2898.460000016846,5796.920000080113,8695.370000143379,11593.830000206646,14492.280000269913
-5588.910541901625,2846.270000015707,5692.530000077834,8538.800000139961,11385.06000020209,14231.330000264217
-5490.859479763,2796.4900000146204,5592.980000075661,8389.470000136702,11185.960000197743,13982.450000258785
-5392.808417624376,2749.0000000135838,5497.990000073588,8246.980000133592,10995.970000193596,13744.9600002536
-5294.75735548575,2703.650000012594,5407.290000071608,8110.930000130623,10814.580000189637,13518.220000248652
-5196.706293347125,2660.3300000116483,5320.660000069717,7980.9900001277865,10641.310000185855,13301.640000243924
-5098.6552312085005,2618.940000010745,5237.87000006791,7856.810000125076,10475.74000018224,13094.670000239406
-5000.604169069875,2579.370000009881,5158.730000066183,7738.0900001224845,10317.450000178786,12896.810000235088
-4902.55310693125,2541.520000009055,5083.03000006453,7624.550000120006,10166.060000175481,12707.580000230957
-4804.502044792625,2505.3100000082645,5010.62000006295,7515.930000117635,10021.24000017232,12526.540000227005
-4706.450982654001,2470.660000007508,4941.320000061437,7411.980000115366,9882.640000169295,12353.300000223224
-4608.399920515375,2437.5000000067844,4874.990000059989,7312.480000113194,9749.970000166399,12187.460000219604
-4510.34885837675,2405.740000006091,4811.470000058603,7217.210000111115,9622.940000163626,12028.680000216138
-4412.297796238126,2375.3300000054273,4750.650000057275,7125.970000109123,9501.29000016097,11876.620000212819
-4314.2467340995,2346.2000000047915,4692.390000056003,7038.590000107216,9384.780000158427,11730.97000020964
-4216.195671960875,2318.3000000041825,4636.590000054785,6954.880000105389,9273.170000155991,11591.460000206594
-4118.1446098222505,2291.560000003599,4583.120000053618,6874.680000103638,9166.240000153657,11457.800000203677
-4020.093547683625,2265.95000000304,4531.9000000525,6797.850000101961,9063.800000151421,11329.740000200882
-3922.042485545,2241.4200000025044,4482.830000051429,6724.240000100354,8965.650000149279,11207.060000198204
-3823.9914234063754,2217.910000001991,4435.810000050403,6653.710000098815,8871.620000147226,11089.520000195638
-3725.9403612677506,2195.3900000014996,4390.77000004942,6586.16000009734,8781.54000014526,10976.92000019318
-3627.889299129125,2173.820000001029,4347.630000048478,6521.440000095928,8695.260000143377,10869.070000190826
-3529.8382369905003,2153.160000000578,4306.310000047576,6459.470000094575,8612.620000141573,10765.780000188572
-3431.7871748518755,2133.380000000146,4266.750000046713,6400.13000009328,8533.500000139846,10666.880000186413
-3333.73611271325,2114.4399999997327,4228.880000045886,6343.32000009204,8457.760000138192,10572.200000184346
-3235.685050574625,2096.319999999337,4192.640000045095,6288.960000090853,8385.28000013661,10481.600000182369
-3137.6339884360004,2078.989999998959,4157.980000044338,6236.970000089718,8315.950000135097,10394.940000180477
-3039.5829262973757,2062.419999998597,4124.830000043615,6187.250000088633,8249.66000013365,10312.080000178668
-2941.53186415875,2046.5799999982837,4093.160000042924,6139.740000087596,8186.310000132268,10232.89000017694
-2843.4808020201253,2031.4599999982975,4062.9100000422636,6094.360000086605,8125.810000130948,10157.260000175289
-2745.4297398815006,2017.0199999983106,4034.0300000416332,6051.04000008566,8068.060000129687,10085.070000173713
-2647.378677742875,2003.2499999983231,4006.490000041032,6009.730000084758,8012.980000128485,10016.22000017221
-2549.3276156042502,1990.129999998335,3980.2500000404593,5970.370000083899,7960.490000127339,9950.620000170778
-2451.2765534656255,1977.6399999983464,3955.270000039914,5932.900000083081,7910.5300001262485,9888.160000169415
-2353.225491327,1965.7599999983572,3931.5100000393954,5897.260000082303,7863.010000125211,9828.760000168118
-2255.174429188375,1954.4699999983675,3908.940000038903,5863.410000081564,7817.880000124226,9772.350000166887
-2157.1233670497504,1943.7699999983772,3887.5400000384357,5831.310000080864,7775.080000123292,9718.84000016572
-2059.0723049111257,1933.6399999983864,3867.270000037993,5800.9000000802,7734.540000122407,9668.170000164613
-1961.0212427725,1924.0599999983951,3848.110000037575,5772.1600000795725,7696.21000012157,9620.270000163568
-1862.9701806338753,1915.0199999984034,3830.0300000371803,5745.0400000789805,7660.050000120781,9575.070000162581
-1764.9191184952506,1906.509999998411,3813.010000036809,5719.510000078423,7626.010000120038,9532.510000161652
-1666.868056356625,1898.5199999984184,3797.03000003646,5695.5400000779,7594.05000011934,9492.56000016078
-1568.8169942180011,1891.0399999984252,3782.0700000361335,5673.10000007741,7564.130000118687,9455.160000159964
-1470.7659320793755,1884.0599999984315,3768.1100000358288,5652.160000076953,7536.220000118078,9420.270000159202
-1372.7148699407498,1877.5799999984374,3755.150000035546,5632.720000076529,7510.290000117512,9387.870000158495
-1274.663807802126,1871.5899999984429,3743.1800000352846,5614.770000076137,7486.35000011699,9357.940000157841
-1176.6127456635004,1866.1099999984478,3732.210000035045,5598.320000075778,7464.420000116511,9330.530000157243
-1078.5616835248748,1861.1499999984524,3722.300000034829,5583.440000075453,7444.590000116078,9305.730000156702
-980.5106213862509,1856.7799999984563,3713.550000034638,5570.320000075167,7427.100000115696,9283.870000156225
-882.4595592476253,1853.1599999984596,3706.32000003448,5559.47000007493,7412.63000011538,9265.79000015583
-784.4084971089997,1850.7799999984618,3701.5700000343763,5552.340000074774,7403.120000115173,9253.90000015557
-686.3574349703758,1851.1899999984614,3702.370000034394,5553.560000074801,7404.740000115208,9255.910000155614
-588.3063728317502,1860.0799999984533,3720.150000034782,5580.170000075382,7440.160000115981,9300.070000156578
-490.25531069312456,1903.299999998414,3805.8500000366525,5706.9700000781495,7606.030000119602,9502.490000160997
-392.20424855450074,2125.039999999964,4189.910000045035,6179.4400000884625,8110.490000130613,10004.410000171953
-294.1531864158751,NaN,NaN,NaN,NaN,NaN
-196.10212427724946,NaN,NaN,NaN,NaN,NaN
-98.05106213862564,NaN,NaN,NaN,NaN,NaN
98.05106213862382,NaN,NaN,NaN,NaN,NaN
196.10212427724946,NaN,NaN,NaN,NaN,NaN
294.1531864158751,NaN,NaN,NaN,NaN,NaN
392.2042485544989,2125.039999999964,4189.910000045035,6179.4400000884625,8110.490000130613,10004.410000171953
490.25531069312456,1903.299999998414,3805.8500000366525,5706.9700000781495,7606.030000119602,9502.490000160997
588.3063728317502,1860.0799999984533,3720.150000034782,5580.170000075382,7440.160000115981,9300.070000156578
686.357434970374,1851.1899999984614,3702.370000034394,5553.550000074801,7404.730000115208,9255.910000155614
784.4084971089997,1850.7799999984618,3701.5700000343763,5552.340000074774,7403.120000115173,9253.90000015557
882.4595592476253,1853.1599999984596,3706.32000003448,5559.47000007493,7412.63000011538,9265.79000015583
980.5106213862491,1856.7799999984563,3713.550000034638,5570.320000075167,7427.100000115696,9283.870000156225
1078.5616835248748,1861.1499999984524,3722.300000034829,5583.440000075453,7444.590000116078,9305.730000156702
1176.6127456635004,1866.1099999984478,3732.210000035045,5598.320000075778,7464.420000116511,9330.530000157243
1274.6638078021242,1871.5899999984429,3743.1800000352846,5614.770000076137,7486.35000011699,9357.940000157841
1372.7148699407498,1877.5799999984374,3755.150000035546,5632.720000076529,7510.290000117512,9387.870000158495
1470.7659320793755,1884.0599999984315,3768.1100000358288,5652.160000076953,7536.220000118078,9420.270000159202
1568.8169942179993,1891.0399999984252,3782.0700000361335,5673.10000007741,7564.130000118687,9455.160000159964
1666.868056356625,1898.5199999984184,3797.03000003646,5695.5400000779,7594.05000011934,9492.56000016078
1764.9191184952506,1906.509999998411,3813.010000036809,5719.510000078423,7626.010000120038,9532.510000161652
1862.9701806338744,1915.0199999984034,3830.0300000371803,5745.0400000789805,7660.050000120781,9575.070000162581
1961.0212427725,1924.0599999983951,3848.110000037575,5772.1600000795725,7696.21000012157,9620.270000163568
2059.072304911124,1933.6399999983864,3867.270000037993,5800.9000000802,7734.540000122407,9668.170000164613
2157.1233670497495,1943.7699999983772,3887.5400000384357,5831.310000080864,7775.080000123292,9718.84000016572
2255.174429188375,1954.4699999983675,3908.940000038903,5863.410000081564,7817.880000124226,9772.350000166887
2353.225491326999,1965.7599999983572,3931.5100000393954,5897.260000082303,7863.010000125211,9828.760000168118
2451.2765534656246,1977.6399999983464,3955.270000039914,5932.900000083081,7910.5300001262485,9888.160000169415
2549.3276156042502,1990.129999998335,3980.2500000404593,5970.370000083899,7960.490000127339,9950.620000170778
2647.378677742874,2003.2499999983231,4006.490000041032,6009.730000084758,8012.980000128485,10016.22000017221
2745.4297398814997,2017.0199999983106,4034.0300000416332,6051.04000008566,8068.060000129687,10085.070000173713
2843.4808020201253,2031.4599999982975,4062.9100000422636,6094.360000086605,8125.810000130948,10157.260000175289
2941.531864158749,2046.5799999982837,4093.160000042924,6139.740000087596,8186.310000132268,10232.89000017694
3039.582926297375,2062.419999998597,4124.830000043615,6187.250000088633,8249.66000013365,10312.080000178668
3137.6339884360004,2078.989999998959,4157.980000044338,6236.970000089718,8315.950000135097,10394.940000180477
3235.6850505746243,2096.319999999337,4192.640000045095,6288.960000090853,8385.28000013661,10481.600000182369
3333.73611271325,2114.4399999997327,4228.880000045886,6343.32000009204,8457.760000138192,10572.200000184346
3431.7871748518755,2133.380000000146,4266.750000046713,6400.13000009328,8533.500000139846,10666.880000186413
3529.8382369904994,2153.160000000578,4306.310000047576,6459.470000094575,8612.620000141573,10765.780000188572
3627.889299129125,2173.820000001029,4347.630000048478,6521.440000095928,8695.260000143377,10869.070000190826
3725.940361267749,2195.3900000014996,4390.77000004942,6586.16000009734,8781.54000014526,10976.92000019318
3823.9914234063745,2217.910000001991,4435.810000050403,6653.710000098815,8871.620000147226,11089.520000195638
3922.042485545,2241.4200000025044,4482.830000051429,6724.240000100354,8965.650000149279,11207.060000198204
4020.093547683624,2265.95000000304,4531.9000000525,6797.850000101961,9063.800000151421,11329.740000200882
4118.14460982225,2291.560000003599,4583.120000053618,6874.680000103638,9166.240000153657,11457.800000203677
4216.195671960875,2318.3000000041825,4636.590000054785,6954.880000105389,9273.170000155991,11591.460000206594
4314.246734099499,2346.2000000047915,4692.390000056003,7038.590000107216,9384.780000158427,11730.97000020964
4412.297796238125,2375.3300000054273,4750.650000057275,7125.970000109123,9501.29000016097,11876.620000212819
4510.34885837675,2405.740000006091,4811.470000058603,7217.210000111115,9622.940000163626,12028.680000216138
4608.399920515374,2437.5000000067844,4874.990000059989,7312.480000113194,9749.970000166399,12187.460000219604
4706.450982654,2470.660000007508,4941.320000061437,7411.980000115366,9882.640000169295,12353.300000223224
4804.502044792625,2505.3100000082645,5010.62000006295,7515.930000117635,10021.24000017232,12526.540000227005
4902.553106931249,2541.520000009055,5083.03000006453,7624.550000120006,10166.060000175481,12707.580000230957
5000.604169069875,2579.370000009881,5158.730000066183,7738.0900001224845,10317.450000178786,12896.810000235088
5098.6552312085005,2618.940000010745,5237.87000006791,7856.810000125076,10475.74000018224,13094.670000239406
5196.706293347124,2660.3300000116483,5320.660000069717,7980.9900001277865,10641.310000185855,13301.640000243924
5294.75735548575,2703.650000012594,5407.290000071608,8110.930000130623,10814.580000189637,13518.220000248652
5392.808417624376,2749.0000000135838,5497.990000073588,8246.980000133592,10995.970000193596,13744.9600002536
5490.859479762999,2796.4900000146204,5592.980000075661,8389.470000136702,11185.960000197743,13982.450000258785
5588.910541901625,2846.270000015707,5692.530000077834,8538.800000139961,11385.06000020209,14231.330000264217
5686.961604040249,2898.460000016846,5796.920000080113,8695.370000143379,11593.830000206646,14492.280000269913
5785.0126661788745,2953.2200000180414,5906.430000082503,8859.640000146965,11812.850000211427,14766.06000027589
5883.0637283175,3010.700000019296,6021.390000085013,9032.090000150729,12042.780000216446,15053.480000282163
5981.114790456124,3071.0900000206143,6142.170000087649,9213.250000154683,12284.330000221718,15355.420000288754
6079.16585259475,3134.570000022,6269.1400000904205,9403.70000015884,12538.270000227261,15672.830000295682
6177.216914733375,3201.360000023458,6402.710000093336,9604.070000163214,12805.420000233093,16006.770000302971
6275.267976871999,3271.6800000249928,6543.360000096406,9815.030000167819,13086.710000239233,16358.380000310646
6373.319039010625,3345.78000002661,6691.560000099641,10037.340000172671,13383.120000245703,16728.900000255995
6471.37010114925,3423.9500000283165,6847.890000103053,10271.83000017779,13695.770000252527,17119.710000193438
6569.421163287874,3506.4600000301175,7012.920000106656,10519.380000183193,14025.830000259732,17532.290000127396
6667.472225426498,3593.670000032021,7187.330000110463,10780.990000188904,14374.650000267346,17968.3100000576
6765.523287565125,3685.9200000340347,7371.84000011449,11057.750000194945,14743.6700002754,18429.589999983764
6863.574349703749,3783.6300000361675,7567.250000118755,11350.870000201343,15134.500000283932,18918.119999905564
6961.625411842373,3887.230000038429,7774.460000123278,11661.680000208127,15548.910000292977,19436.139999822644
7059.6764739810005,3997.23000004083,7994.45000012808,11991.67000021533,15988.890000302581,19986.10999973461
7157.727536119624,4114.160000043382,8228.310000133184,12342.460000222987,16456.61000029958,20570.769999641023
7255.778598258248,4238.640000046099,8477.270000138618,12715.910000231139,16954.540000219877,21193.179999541393
7353.829660396876,4371.360000048996,8742.710000144412,13114.06000023983,17485.4100001349,21856.759999435173
7451.880722535499,4513.070000052089,9026.140000150599,13539.20000024911,18052.270000044162,22565.33999932175
7549.931784674123,4664.650000055398,9329.290000157216,13993.940000259036,18658.57999994711,23323.229999200434
7647.982846812751,4827.060000058943,9654.120000164306,14481.180000269671,19308.22999984312,24135.289999070446
7746.0339089513745,5001.410000062749,10002.820000171918,15004.220000281088,20005.629999731485,25007.029998930906
7844.084971089998,5188.940000066842,10377.880000180105,15566.820000293368,20755.75999961141,25944.699998780812
7942.136033228626,5391.0900000712545,10782.17000018893,16173.250000306605,21564.33999948198,26955.419998619025
8040.18709536725,5609.4800000760215,11218.950000198463,16828.420000240065,22437.88999934215,28047.359998444237
8138.2381575058735,5845.980000081184,11691.960000208788,17537.930000126493,23383.90999919072,29229.88999825495
8236.289219644501,6102.770000086789,12205.540000219999,18308.310000003177,24411.0799990263,30513.839998049425
8334.340281783125,6382.360000092892,12764.720000232204,19147.079999868914,25529.439998847283,31911.799997825652
8432.391343921749,6687.680000099556,13375.360000245533,20063.039999722296,26750.71999865179,33438.399997825174
8530.442406060376,7022.180000106858,14044.350000260136,21066.519999561668,28088.68999843762,35110.8599981659
8628.493468199,7389.890000114884,14779.780000276189,22169.669999385085,29559.559998202178,36949.44999854047
8726.544530337624,7795.650000123741,15591.300000293902,23386.949999190234,31182.599997942376,38978.24999895379
8824.595592476251,8245.210000133553,16490.42000029417,24735.62999897435,32980.83999773196,41226.04999941173
8922.646654614875,8745.510000144473,17491.020000134,26236.5199987341,34982.02999813965,43727.53999992135
9020.697716753499,9304.970000156685,18609.929999954897,27914.88999846544,37219.84999859556,46524.81000049123
9118.748778892126,9933.900000170413,19867.78999975355,29801.67999816342,39735.56999910808,49669.460001131876
9216.79984103075,10645.060000185937,21290.119999525876,31935.17999782191,42580.23999968761,53225.290001856294
9314.850903169374,11454.420000203603,22908.839999266766,34363.25999801359,45817.680000347165,57272.10000268074
9412.901965308001,12382.170000223854,24764.329998969755,37146.48999858061,49528.65000110319,61910.81000362577
9510.953027446625,13454.170000247253,26908.33999862656,40362.4999992358,53816.670001976774,67270.84000345548
9609.004089585249,14704.100000274537,29408.199998226406,44112.28999999973,58816.39000299535,73520.48000018149
9707.055151723876,16176.480000306676,32352.949997755037,48529.42000089962,64705.8900041952,80882.35999632483
9805.1062138625,17931.290000063527,35862.579998319045,53793.86000197213,71725.150001122,89656.43999172836
